id,latitude,longitude,timestamp,x,y,x_distance,y_distance
0,40.430866,-86.91052,1519894800,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519894815,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519894830,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519894845,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519894860,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519894875,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519894890,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519894905,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519894920,197,115,1651.000822,1177.542708
0,40.43097,-86.910545,1519894935,197,116,1651.000822,1187.721634
0,40.43097,-86.910545,1519894950,197,116,1651.000822,1187.721634
0,40.43097,-86.910545,1519894965,197,116,1651.000822,1187.721634
0,40.43097,-86.910545,1519894980,197,116,1651.000822,1187.721634
0,40.43097,-86.910545,1519894995,197,116,1651.000822,1187.721634
0,40.43097,-86.910545,1519895010,197,116,1651.000822,1187.721634
0,40.43097,-86.910545,1519895025,197,116,1651.000822,1187.721634
0,40.43081,-86.91055,1519895040,197,114,1651.000822,1167.363782
0,40.430866,-86.91052,1519895055,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519895070,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519895085,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519895100,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519895115,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519895130,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519895145,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519895160,197,115,1651.000822,1177.542708
0,40.430866,-86.91052,1519895175,197,115,1651.000822,1177.542708
0,40.43097,-86.910545,1519895190,197,116,1651.000822,1187.721634
0,40.43097,-86.910545,1519895205,197,116,1651.000822,1187.721634
0,40.43097,-86.910545,1519895220,197,116,1651.000822,1187.721634
0,40.43097,-86.910545,1519895235,197,116,1651.000822,1187.721634
0,40.43097,-86.910545,1519895250,197,116,1651.000822,1187.721634
0,40.43097,-86.910545,1519895265,197,116,1651.000822,1187.721634
